CRUD_privileges,data_group,description,end_timestamp,location,metric,print_str,short_hand,site,start_timestamp,statistic,unit_str
,mpe,Modal parameter results for NRT_G04_SS,3000-01-01T00:00:00Z,NRTG04,mpe_NRT_G04_SS,SS,SS,Norther,2000-01-01T00:00:00Z,mpe,
,acceleration,std of accelerations measured at NRT_G04_NAC_ACC_SS,3000-01-01T00:00:00Z,NRTG04,std_NRT_G04_NAC_ACC_SS,NAC ACC SS,NAC_ACC_SS,Norther,2000-01-01T00:00:00Z,std,g
,scada,,3000-01-01T00:00:00Z,NRTG04,mean_NRT_G04_rpm,Rotor speed,rpm,Norther,2000-01-01T00:00:00Z,mean,
,ml/novelty-detection/fleetwide,mdl of Accelerations measured using NRT_G04_OOD_ACC_Z,3000-01-01T00:00:00Z,NRTG04,mdl_NRT_G04_OOD_ACC_Z,OOD ACC Z,OOD_ACC_Z,norther,2000-01-01T00:00:00Z,mdl,
,scada,,3000-01-01T00:00:00Z,NRTG04,std_NRT_G04_yaw,Yaw,yaw,Norther,2000-01-01T00:00:00Z,std,°
,acceleration,std of accelerations measured at NRT_G04_NAC_ACC_Z,3000-01-01T00:00:00Z,NRTG04,std_NRT_G04_NAC_ACC_Z,NAC ACC Z,NAC_ACC_Z,Norther,2000-01-01T00:00:00Z,std,g
,ml/novelty-detection/fleetwide,mdl of Accelerations measured using NRT_G04_OOD_ACC_FA,3000-01-01T00:00:00Z,NRTG04,mdl_NRT_G04_OOD_ACC_FA,OOD ACC FA,OOD_ACC_FA,norther,2000-01-01T00:00:00Z,mdl,
,scada,,3000-01-01T00:00:00Z,NRTG04,max_NRT_G04_winddirection,Wind direction,winddirection,Norther,2000-01-01T00:00:00Z,max,°
,acceleration,min of accelerations measured at NRT_G04_NAC_ACC_Z,3000-01-01T00:00:00Z,NRTG04,min_NRT_G04_NAC_ACC_Z,NAC ACC Z,NAC_ACC_Z,Norther,2000-01-01T00:00:00Z,min,g
,scada,,3000-01-01T00:00:00Z,NRTG04,std_NRT_G04_rpm,Rotor speed,rpm,Norther,2000-01-01T00:00:00Z,std,
,scada,,3000-01-01T00:00:00Z,NRTG04,min_NRT_G04_power,Power,power,Norther,2000-01-01T00:00:00Z,min,kW
,acceleration,mean of accelerations measured at _NRT_G04_NAC_ACC_SS,3000-01-01T00:00:00Z,NRTG04,mean_NRT_G04_NAC_ACC_SS,NAC ACC SS,NAC_ACC_SS,Norther,2000-01-01T00:00:00Z,mean,g
,scada,,3000-01-01T00:00:00Z,NRTG04,max_NRT_G04_rpm,Rotor speed,rpm,Norther,2000-01-01T00:00:00Z,max,
,acceleration,max of accelerations measured at NRT_G04_NAC_ACC_SS,3000-01-01T00:00:00Z,NRTG04,max_NRT_G04_NAC_ACC_SS,NAC ACC SS,NAC_ACC_SS,Norther,2000-01-01T00:00:00Z,max,g
,scada,,3000-01-01T00:00:00Z,NRTG04,mean_NRT_G04_power,Power,power,Norther,2000-01-01T00:00:00Z,mean,kW
,mpe,Modal parameter results for NRT_G04_FA,3000-01-01T00:00:00Z,NRTG04,mpe_NRT_G04_FA,FA,FA,Norther,2000-01-01T00:00:00Z,mpe,
,mpe,Modal parameter results for NRT_G04_SS1,3000-01-01T00:00:00Z,NRTG04,mpe_NRT_G04_SS1,SS1,SS1,Norther,2000-01-01T00:00:00Z,mpe,
,scada,,3000-01-01T00:00:00Z,NRTG04,max_NRT_G04_windspeed,Wind speed,windspeed,Norther,2000-01-01T00:00:00Z,max,m/s
,ml/novelty-detection/fleetwide,mdl of Accelerations measured using NRT_G04_autoencoder_ACC_FA,3000-01-01T00:00:00Z,NRTG04,mdl_NRT_G04_autoencoder_ACC_FA,autoencoder ACC FA,autoencoder_ACC_FA,norther,2000-01-01T00:00:00Z,mdl,
,acceleration,mean of accelerations measured at _NRT_G04_NAC_ACC_Z,3000-01-01T00:00:00Z,NRTG04,mean_NRT_G04_NAC_ACC_Z,NAC ACC Z,NAC_ACC_Z,Norther,2000-01-01T00:00:00Z,mean,g
,scada,,3000-01-01T00:00:00Z,NRTG04,max_NRT_G04_pitch,Pitch,pitch,Norther,2000-01-01T00:00:00Z,max,°
,acceleration,std of accelerations measured at NRT_G04_NAC_ACC_FA,3000-01-01T00:00:00Z,NRTG04,std_NRT_G04_NAC_ACC_FA,NAC ACC FA,NAC_ACC_FA,Norther,2000-01-01T00:00:00Z,std,g
,scada,,3000-01-01T00:00:00Z,NRTG04,min_NRT_G04_pitch,Pitch,pitch,Norther,2000-01-01T00:00:00Z,min,°
,acceleration,max of accelerations measured at NRT_G04_NAC_ACC_Z,3000-01-01T00:00:00Z,NRTG04,max_NRT_G04_NAC_ACC_Z,NAC ACC Z,NAC_ACC_Z,Norther,2000-01-01T00:00:00Z,max,g
,scada,,3000-01-01T00:00:00Z,NRTG04,min_NRT_G04_winddirection,Wind direction,winddirection,Norther,2000-01-01T00:00:00Z,min,°
,scada,,3000-01-01T00:00:00Z,NRTG04,max_NRT_G04_power,Power,power,Norther,2000-01-01T00:00:00Z,max,kW
,acceleration,rms of accelerations measured at NRT_G04_NAC_ACC_SS,3000-01-01T00:00:00Z,NRTG04,rms_NRT_G04_NAC_ACC_SS,NAC ACC SS,NAC_ACC_SS,Norther,2000-01-01T00:00:00Z,rms,g
,scada,,3000-01-01T00:00:00Z,NRTG04,mean_NRT_G04_yaw,Yaw,yaw,Norther,2000-01-01T00:00:00Z,mean,°
,acceleration,rms1p of accelerations measured at p_NRT_G04_NAC_ACC_Z,3000-01-01T00:00:00Z,NRTG04,rms1p_NRT_G04_NAC_ACC_Z,NAC ACC Z,NAC_ACC_Z,Norther,2000-01-01T00:00:00Z,rms1p,g
,scada,,3000-01-01T00:00:00Z,NRTG04,max_NRT_G04_yaw,Yaw,yaw,Norther,2000-01-01T00:00:00Z,max,°
,acceleration,rms1p of accelerations measured at p_NRT_G04_NAC_ACC_FA,3000-01-01T00:00:00Z,NRTG04,rms1p_NRT_G04_NAC_ACC_FA,NAC ACC FA,NAC_ACC_FA,Norther,2000-01-01T00:00:00Z,rms1p,g
,scada,,3000-01-01T00:00:00Z,NRTG04,mean_NRT_G04_pitch,Pitch,pitch,Norther,2000-01-01T00:00:00Z,mean,°
,scada,,3000-01-01T00:00:00Z,NRTG04,min_NRT_G04_yaw,Yaw,yaw,Norther,2000-01-01T00:00:00Z,min,°
,acceleration,rms of accelerations measured at NRT_G04_NAC_ACC_FA,3000-01-01T00:00:00Z,NRTG04,rms_NRT_G04_NAC_ACC_FA,NAC ACC FA,NAC_ACC_FA,Norther,2000-01-01T00:00:00Z,rms,g
,acceleration,rms1p of accelerations measured at p_NRT_G04_NAC_ACC_SS,3000-01-01T00:00:00Z,NRTG04,rms1p_NRT_G04_NAC_ACC_SS,NAC ACC SS,NAC_ACC_SS,Norther,2000-01-01T00:00:00Z,rms1p,g
,ml/novelty-detection/fleetwide,mdl of Accelerations measured using NRT_G04_autoencoder_ACC_Z,3000-01-01T00:00:00Z,NRTG04,mdl_NRT_G04_autoencoder_ACC_Z,autoencoder ACC Z,autoencoder_ACC_Z,norther,2000-01-01T00:00:00Z,mdl,
,acceleration,min of accelerations measured at NRT_G04_NAC_ACC_FA,3000-01-01T00:00:00Z,NRTG04,min_NRT_G04_NAC_ACC_FA,NAC ACC FA,NAC_ACC_FA,Norther,2000-01-01T00:00:00Z,min,g
,scada,,3000-01-01T00:00:00Z,NRTG04,std_NRT_G04_windspeed,Wind speed,windspeed,Norther,2000-01-01T00:00:00Z,std,m/s
,acceleration,mean of accelerations measured at _NRT_G04_NAC_ACC_FA,3000-01-01T00:00:00Z,NRTG04,mean_NRT_G04_NAC_ACC_FA,NAC ACC FA,NAC_ACC_FA,Norther,2000-01-01T00:00:00Z,mean,g
,scada,,3000-01-01T00:00:00Z,NRTG04,std_NRT_G04_winddirection,Wind direction,winddirection,Norther,2000-01-01T00:00:00Z,std,°
,acceleration,rms of accelerations measured at NRT_G04_NAC_ACC_Z,3000-01-01T00:00:00Z,NRTG04,rms_NRT_G04_NAC_ACC_Z,NAC ACC Z,NAC_ACC_Z,Norther,2000-01-01T00:00:00Z,rms,g
,acceleration,rms1p of accelerations measured at p_NRT_H01_NAC_ACC_Z,3000-01-01T00:00:00Z,NRTH01,rms1p_NRT_H01_NAC_ACC_Z,NAC ACC Z,NAC_ACC_Z,Norther,2000-01-01T00:00:00Z,rms1p,g
,load,,3000-01-01T00:00:00Z,NRTH01,mean_NRT_H01_TP_SG_LAT014_N,TP SG LAT014 N,TP_SG_LAT014_N,Norther,2000-01-01T00:00:00Z,mean,N
,thermocouple,Wall temperature,3000-01-01T00:00:00Z,NRTH01,mean_NRT_H01_TP_TC_LAT014_DEG110_nr1,TP TC LAT014 DEG110 nr1,TP_TC_LAT014_DEG110_nr1,Norther,2000-01-01T00:00:00Z,mean,°C
,scada,,3000-01-01T00:00:00Z,NRTH01,min_NRT_H01_yaw,Yaw,yaw,Norther,2000-01-01T00:00:00Z,min,°
,fatigue,,3000-01-01T00:00:00Z,NRTH01,DEM5_NRT_H01_TP_SG_LAT014_Mtn,TP SG LAT014 Mtn,TP_SG_LAT014_Mtn,Norther,2000-01-01T00:00:00Z,DEM5,Nm
,acceleration,min of accelerations measured at NRT_H01_TW_ACC_LAT097_FA,3000-01-01T00:00:00Z,NRTH01,min_NRT_H01_TW_ACC_LAT097_FA,TW ACC LAT097 FA,TW_ACC_LAT097_FA,Norther,2000-01-01T00:00:00Z,min,g
,thermocouple,,3000-01-01T00:00:00Z,NRTH01,min_NRT_H01_TP_TEMP_LAT015_DEG240_nr3,TP TEMP LAT015 DEG240 nr3,TP_TEMP_LAT015_DEG240_nr3,Norther,2000-01-01T00:00:00Z,min,°C
,acceleration,max of accelerations measured at NRT_H01_NAC_ACC_SS,3000-01-01T00:00:00Z,NRTH01,max_NRT_H01_NAC_ACC_SS,NAC ACC SS,NAC_ACC_SS,Norther,2000-01-01T00:00:00Z,max,g
,acceleration,max of accelerations measured at NRT_H01_TP_ACC_LAT015_DEG240_Y_nr2,3000-01-01T00:00:00Z,NRTH01,max_NRT_H01_TP_ACC_LAT015_DEG240_Y_nr2,TP ACC LAT015 DEG240 Y nr2,TP_ACC_LAT015_DEG240_Y_nr2,Norther,2000-01-01T00:00:00Z,max,g
,load,,3000-01-01T00:00:00Z,NRTH01,min_NRT_H01_TP_SG_LAT014_N,TP SG LAT014 N,TP_SG_LAT014_N,Norther,2000-01-01T00:00:00Z,min,N
,load,,3000-01-01T00:00:00Z,NRTH01,max_NRT_H01_TP_SG_LAT014_DEG350_0_nr1,TP SG LAT014 DEG350 0 nr1,TP_SG_LAT014_DEG350_0_nr1,Norther,2000-01-01T00:00:00Z,max,microstrain
,load,,3000-01-01T00:00:00Z,NRTH01,std_NRT_H01_TP_SG_LAT014_DEG170_0_nr1,TP SG LAT014 DEG170 0 nr1,TP_SG_LAT014_DEG170_0_nr1,Norther,2000-01-01T00:00:00Z,std,microstrain
,load,,3000-01-01T00:00:00Z,NRTH01,min_NRT_H01_TP_SG_LAT014_DEG350_0_nr1,TP SG LAT014 DEG350 0 nr1,TP_SG_LAT014_DEG350_0_nr1,Norther,2000-01-01T00:00:00Z,min,microstrain
,inclination,,3000-01-01T00:00:00Z,NRTH01,rms_NRT_H01_TP_INC_LAT015_DEG240_Y_nr2,TP INC LAT015 DEG240 Y nr2,TP_INC_LAT015_DEG240_Y_nr2,Norther,2000-01-01T00:00:00Z,rms,°
,scada,,3000-01-01T00:00:00Z,NRTH01,max_NRT_H01_windspeed,Wind speed,windspeed,Norther,2000-01-01T00:00:00Z,max,m/s
,acceleration,min of accelerations measured at NRT_H01_NAC_ACC_FA,3000-01-01T00:00:00Z,NRTH01,min_NRT_H01_NAC_ACC_FA,NAC ACC FA,NAC_ACC_FA,Norther,2000-01-01T00:00:00Z,min,g
,mpe,Modal parameter results for NRT_H01_ACC_FA1,3000-01-01T00:00:00Z,NRTH01,mpe_NRT_H01_ACC_FA1,ACC FA1,ACC_FA1,Norther,2000-01-01T00:00:00Z,mpe,
,acceleration,rms1p of accelerations measured at p_NRT_H01_NAC_ACC_SS,3000-01-01T00:00:00Z,NRTH01,rms1p_NRT_H01_NAC_ACC_SS,NAC ACC SS,NAC_ACC_SS,Norther,2000-01-01T00:00:00Z,rms1p,g
,load,,3000-01-01T00:00:00Z,NRTH01,min_NRT_H01_TP_SG_LAT014_DEG290_T_nr2,TP SG LAT014 DEG290 T nr2,TP_SG_LAT014_DEG290_T_nr2,Norther,2000-01-01T00:00:00Z,min,microstrain
,acceleration,max of accelerations measured at NRT_H01_NAC_ACC_Z,3000-01-01T00:00:00Z,NRTH01,max_NRT_H01_NAC_ACC_Z,NAC ACC Z,NAC_ACC_Z,Norther,2000-01-01T00:00:00Z,max,g
,scada,,3000-01-01T00:00:00Z,NRTH01,mean_NRT_H01_yaw,Yaw,yaw,Norther,2000-01-01T00:00:00Z,mean,°
,scada,,3000-01-01T00:00:00Z,NRTH01,mean_NRT_H01_windspeed,Wind speed,windspeed,Norther,2000-01-01T00:00:00Z,mean,m/s
,thermocouple,Wall temperature,3000-01-01T00:00:00Z,NRTH01,mean_NRT_H01_TP_TC_LAT014_DEG170_nr1,TP TC LAT014 DEG170 nr1,TP_TC_LAT014_DEG170_nr1,Norther,2000-01-01T00:00:00Z,mean,°C
,load,,3000-01-01T00:00:00Z,NRTH01,max_NRT_H01_TP_SG_LAT014_DEG290_0_nr1,TP SG LAT014 DEG290 0 nr1,TP_SG_LAT014_DEG290_0_nr1,Norther,2000-01-01T00:00:00Z,max,microstrain
,acceleration,rms of accelerations measured at NRT_H01_TW_ACC_LAT097_FA,3000-01-01T00:00:00Z,NRTH01,rms_NRT_H01_TW_ACC_LAT097_FA,TW ACC LAT097 FA,TW_ACC_LAT097_FA,Norther,2000-01-01T00:00:00Z,rms,g
,load,,3000-01-01T00:00:00Z,NRTH01,std_NRT_H01_TP_SG_LAT014_DEG290_T_nr2,TP SG LAT014 DEG290 T nr2,TP_SG_LAT014_DEG290_T_nr2,Norther,2000-01-01T00:00:00Z,std,microstrain
,scada,,3000-01-01T00:00:00Z,NRTH01,mean_NRT_H01_rpm,Rotor speed,rpm,Norther,2000-01-01T00:00:00Z,mean,
,fatigue,Cyclecounting result (as json) for signal NRT_H01_TP_SG_LAT014_DEG110_0_nr1,3000-01-01T00:00:00Z,NRTH01,CC_NRT_H01_TP_SG_LAT014_DEG110_0_nr1,TP SG LAT014 DEG110 0 nr1,TP_SG_LAT014_DEG110_0_nr1,Norther,2000-01-01T00:00:00Z,CC,
,acceleration,std of accelerations measured at NRT_H01_NAC_ACC_FA,3000-01-01T00:00:00Z,NRTH01,std_NRT_H01_NAC_ACC_FA,NAC ACC FA,NAC_ACC_FA,Norther,2000-01-01T00:00:00Z,std,g
,acceleration,rms of accelerations measured at NRT_H01_TW_ACC_LAT069_FA,3000-01-01T00:00:00Z,NRTH01,rms_NRT_H01_TW_ACC_LAT069_FA,TW ACC LAT069 FA,TW_ACC_LAT069_FA,Norther,2000-01-01T00:00:00Z,rms,g
,scada,,3000-01-01T00:00:00Z,NRTH01,max_NRT_H01_power,Power,power,Norther,2000-01-01T00:00:00Z,max,kW
,load,,3000-01-01T00:00:00Z,NRTH01,min_NRT_H01_TP_SG_LAT014_Mtl,TP SG LAT014 Mtl,TP_SG_LAT014_Mtl,Norther,2000-01-01T00:00:00Z,min,Nm
,inclination,,3000-01-01T00:00:00Z,NRTH01,min_NRT_H01_TP_INC_LAT015_DEG240_Y_nr2,TP INC LAT015 DEG240 Y nr2,TP_INC_LAT015_DEG240_Y_nr2,Norther,2000-01-01T00:00:00Z,min,°
,mpe,Modal parameter results for NRT_H01_ACC_SS1,3000-01-01T00:00:00Z,NRTH01,mpe_NRT_H01_ACC_SS1,ACC SS1,ACC_SS1,Norther,2000-01-01T00:00:00Z,mpe,
,mpe,Modal parameter results for NRT_H01_ACC_SS2,3000-01-01T00:00:00Z,NRTH01,mpe_NRT_H01_ACC_SS2,ACC SS2,ACC_SS2,Norther,2000-01-01T00:00:00Z,mpe,
,acceleration,rms of accelerations measured at NRT_H01_TW_ACC_LAT097_SS,3000-01-01T00:00:00Z,NRTH01,rms_NRT_H01_TW_ACC_LAT097_SS,TW ACC LAT097 SS,TW_ACC_LAT097_SS,Norther,2000-01-01T00:00:00Z,rms,g
,load,,3000-01-01T00:00:00Z,NRTH01,max_NRT_H01_TP_SG_LAT014_N,TP SG LAT014 N,TP_SG_LAT014_N,Norther,2000-01-01T00:00:00Z,max,N
,load,,3000-01-01T00:00:00Z,NRTH01,std_NRT_H01_TP_SG_LAT014_DEG050_T_nr2,TP SG LAT014 DEG050 T nr2,TP_SG_LAT014_DEG050_T_nr2,Norther,2000-01-01T00:00:00Z,std,microstrain
,inclination,,3000-01-01T00:00:00Z,NRTH01,max_NRT_H01_TP_INC_LAT015_DEG240_X_nr1,TP INC LAT015 DEG240 X nr1,TP_INC_LAT015_DEG240_X_nr1,Norther,2000-01-01T00:00:00Z,max,°
,acceleration,min of accelerations measured at NRT_H01_TP_ACC_LAT015_FA,3000-01-01T00:00:00Z,NRTH01,min_NRT_H01_TP_ACC_LAT015_FA,TP ACC LAT015 FA,TP_ACC_LAT015_FA,Norther,2000-01-01T00:00:00Z,min,g
,scada,,3000-01-01T00:00:00Z,NRTH01,min_NRT_H01_pitch,Pitch,pitch,Norther,2000-01-01T00:00:00Z,min,°
,acceleration,min of accelerations measured at NRT_H01_NAC_ACC_Z,3000-01-01T00:00:00Z,NRTH01,min_NRT_H01_NAC_ACC_Z,NAC ACC Z,NAC_ACC_Z,Norther,2000-01-01T00:00:00Z,min,g
,fatigue,Cyclecounting result (as json) for signal NRT_H01_TP_SG_LAT014_Mtl,3000-01-01T00:00:00Z,NRTH01,CC_NRT_H01_TP_SG_LAT014_Mtl,TP SG LAT014 Mtl,TP_SG_LAT014_Mtl,Norther,2000-01-01T00:00:00Z,CC,
,fatigue,Cyclecounting result (as json) for signal NRT_H01_TP_SG_LAT014_DEG050_0_nr1,3000-01-01T00:00:00Z,NRTH01,CC_NRT_H01_TP_SG_LAT014_DEG050_0_nr1,TP SG LAT014 DEG050 0 nr1,TP_SG_LAT014_DEG050_0_nr1,Norther,2000-01-01T00:00:00Z,CC,
,load,,3000-01-01T00:00:00Z,NRTH01,std_NRT_H01_TP_SG_LAT014_DEG170_T_nr2,TP SG LAT014 DEG170 T nr2,TP_SG_LAT014_DEG170_T_nr2,Norther,2000-01-01T00:00:00Z,std,microstrain
,acceleration,min of accelerations measured at NRT_H01_TW_ACC_LAT069_DEG060_X_nr1,3000-01-01T00:00:00Z,NRTH01,min_NRT_H01_TW_ACC_LAT069_DEG060_X_nr1,TW ACC LAT069 DEG060 X nr1,TW_ACC_LAT069_DEG060_X_nr1,Norther,2000-01-01T00:00:00Z,min,g
,load,,3000-01-01T00:00:00Z,NRTH01,std_NRT_H01_TP_SG_LAT014_DEG230_0_nr1,TP SG LAT014 DEG230 0 nr1,TP_SG_LAT014_DEG230_0_nr1,Norther,2000-01-01T00:00:00Z,std,microstrain
,thermocouple,Wall temperature,3000-01-01T00:00:00Z,NRTH01,mean_NRT_H01_TP_TC_LAT014_DEG230_nr1,TP TC LAT014 DEG230 nr1,TP_TC_LAT014_DEG230_nr1,Norther,2000-01-01T00:00:00Z,mean,°C
,scada,,3000-01-01T00:00:00Z,NRTH01,min_NRT_H01_rpm,Rotor speed,rpm,Norther,2000-01-01T00:00:00Z,min,
,load,,3000-01-01T00:00:00Z,NRTH01,mean_NRT_H01_TP_SG_LAT014_DEG170_0_nr1,TP SG LAT014 DEG170 0 nr1,TP_SG_LAT014_DEG170_0_nr1,Norther,2000-01-01T00:00:00Z,mean,microstrain
,acceleration,max of accelerations measured at NRT_H01_NAC_ACC_FA,3000-01-01T00:00:00Z,NRTH01,max_NRT_H01_NAC_ACC_FA,NAC ACC FA,NAC_ACC_FA,Norther,2000-01-01T00:00:00Z,max,g
,load,,3000-01-01T00:00:00Z,NRTH01,max_NRT_H01_TP_SG_LAT014_DEG110_0_nr1,TP SG LAT014 DEG110 0 nr1,TP_SG_LAT014_DEG110_0_nr1,Norther,2000-01-01T00:00:00Z,max,microstrain
,acceleration,min of accelerations measured at NRT_H01_TW_ACC_LAT069_SS,3000-01-01T00:00:00Z,NRTH01,min_NRT_H01_TW_ACC_LAT069_SS,TW ACC LAT069 SS,TW_ACC_LAT069_SS,Norther,2000-01-01T00:00:00Z,min,g
,load,,3000-01-01T00:00:00Z,NRTH01,mean_NRT_H01_TP_SG_LAT014_DEG230_0_nr1,TP SG LAT014 DEG230 0 nr1,TP_SG_LAT014_DEG230_0_nr1,Norther,2000-01-01T00:00:00Z,mean,microstrain
,acceleration,max of accelerations measured at NRT_H01_TW_ACC_LAT069_DEG060_Y_nr2,3000-01-01T00:00:00Z,NRTH01,max_NRT_H01_TW_ACC_LAT069_DEG060_Y_nr2,TW ACC LAT069 DEG060 Y nr2,TW_ACC_LAT069_DEG060_Y_nr2,Norther,2000-01-01T00:00:00Z,max,g
,mpe,Modal parameter results for NRT_H01_FA,3000-01-01T00:00:00Z,NRTH01,mpe_NRT_H01_FA,FA,FA,Norther,2000-01-01T00:00:00Z,mpe,
,acceleration,rms of accelerations measured at NRT_H01_TP_ACC_LAT015_DEG240_X_nr1,3000-01-01T00:00:00Z,NRTH01,rms_NRT_H01_TP_ACC_LAT015_DEG240_X_nr1,TP ACC LAT015 DEG240 X nr1,TP_ACC_LAT015_DEG240_X_nr1,Norther,2000-01-01T00:00:00Z,rms,g
,acceleration,rms of accelerations measured at NRT_H01_TW_ACC_LAT069_DEG060_X_nr1,3000-01-01T00:00:00Z,NRTH01,rms_NRT_H01_TW_ACC_LAT069_DEG060_X_nr1,TW ACC LAT069 DEG060 X nr1,TW_ACC_LAT069_DEG060_X_nr1,Norther,2000-01-01T00:00:00Z,rms,g
,mpe,Modal parameter results for NRT_H01_SS1,3000-01-01T00:00:00Z,NRTH01,mpe_NRT_H01_SS1,SS1,SS1,Norther,2000-01-01T00:00:00Z,mpe,
,thermocouple,Wall temperature,3000-01-01T00:00:00Z,NRTH01,mean_NRT_H01_TP_TC_LAT014_DEG350_nr1,TP TC LAT014 DEG350 nr1,TP_TC_LAT014_DEG350_nr1,Norther,2000-01-01T00:00:00Z,mean,°C
,acceleration,max of accelerations measured at NRT_H01_TW_ACC_LAT097_FA,3000-01-01T00:00:00Z,NRTH01,max_NRT_H01_TW_ACC_LAT097_FA,TW ACC LAT097 FA,TW_ACC_LAT097_FA,Norther,2000-01-01T00:00:00Z,max,g
,acceleration,rms1p of accelerations measured at p_NRT_H01_TW_ACC_LAT097_SS,3000-01-01T00:00:00Z,NRTH01,rms1p_NRT_H01_TW_ACC_LAT097_SS,TW ACC LAT097 SS,TW_ACC_LAT097_SS,Norther,2000-01-01T00:00:00Z,rms1p,g
,fatigue,Cyclecounting result (as json) for signal NRT_H01_TP_SG_LAT014_Mtn,3000-01-01T00:00:00Z,NRTH01,CC_NRT_H01_TP_SG_LAT014_Mtn,TP SG LAT014 Mtn,TP_SG_LAT014_Mtn,Norther,2000-01-01T00:00:00Z,CC,
,mpe,Modal parameter results for NRT_H01_ACC_FA,3000-01-01T00:00:00Z,NRTH01,mpe_NRT_H01_ACC_FA,ACC FA,ACC_FA,Norther,2000-01-01T00:00:00Z,mpe,
,fatigue,Cyclecounting result (as json) for signal NRT_H01_TP_SG_LAT014_DEG230_0_nr1,3000-01-01T00:00:00Z,NRTH01,CC_NRT_H01_TP_SG_LAT014_DEG230_0_nr1,TP SG LAT014 DEG230 0 nr1,TP_SG_LAT014_DEG230_0_nr1,Norther,2000-01-01T00:00:00Z,CC,
,thermocouple,Wall temperature,3000-01-01T00:00:00Z,NRTH01,mean_NRT_H01_TP_TC_LAT014_DEG050_nr1,TP TC LAT014 DEG050 nr1,TP_TC_LAT014_DEG050_nr1,Norther,2000-01-01T00:00:00Z,mean,°C
,acceleration,mean of accelerations measured at _NRT_H01_NAC_ACC_FA,3000-01-01T00:00:00Z,NRTH01,mean_NRT_H01_NAC_ACC_FA,NAC ACC FA,NAC_ACC_FA,Norther,2000-01-01T00:00:00Z,mean,g
,scada,,3000-01-01T00:00:00Z,NRTH01,max_NRT_H01_rpm,Rotor speed,rpm,Norther,2000-01-01T00:00:00Z,max,
,ml/novelty-detection/fleetwide,mdl of Accelerations measured using NRT_H01_OOD_ACC_FA,3000-01-01T00:00:00Z,NRTH01,mdl_NRT_H01_OOD_ACC_FA,OOD ACC FA,OOD_ACC_FA,norther,2000-01-01T00:00:00Z,mdl,
,acceleration,min of accelerations measured at NRT_H01_NAC_ACC_SS,3000-01-01T00:00:00Z,NRTH01,min_NRT_H01_NAC_ACC_SS,NAC ACC SS,NAC_ACC_SS,Norther,2000-01-01T00:00:00Z,min,g
,acceleration,rms of accelerations measured at NRT_H01_TP_ACC_LAT015_SS,3000-01-01T00:00:00Z,NRTH01,rms_NRT_H01_TP_ACC_LAT015_SS,TP ACC LAT015 SS,TP_ACC_LAT015_SS,Norther,2000-01-01T00:00:00Z,rms,g
,acceleration,min of accelerations measured at NRT_H01_TP_ACC_LAT015_DEG240_Y_nr2,3000-01-01T00:00:00Z,NRTH01,min_NRT_H01_TP_ACC_LAT015_DEG240_Y_nr2,TP ACC LAT015 DEG240 Y nr2,TP_ACC_LAT015_DEG240_Y_nr2,Norther,2000-01-01T00:00:00Z,min,g
,acceleration,rms of accelerations measured at NRT_H01_NAC_ACC_FA,3000-01-01T00:00:00Z,NRTH01,rms_NRT_H01_NAC_ACC_FA,NAC ACC FA,NAC_ACC_FA,Norther,2000-01-01T00:00:00Z,rms,g
,load,,3000-01-01T00:00:00Z,NRTH01,mean_NRT_H01_TP_SG_LAT014_Mtn,TP SG LAT014 Mtn,TP_SG_LAT014_Mtn,Norther,2000-01-01T00:00:00Z,mean,Nm
,acceleration,std of accelerations measured at NRT_H01_NAC_ACC_Z,3000-01-01T00:00:00Z,NRTH01,std_NRT_H01_NAC_ACC_Z,NAC ACC Z,NAC_ACC_Z,Norther,2000-01-01T00:00:00Z,std,g
,load,,3000-01-01T00:00:00Z,NRTH01,max_NRT_H01_TP_SG_LAT014_DEG230_0_nr1,TP SG LAT014 DEG230 0 nr1,TP_SG_LAT014_DEG230_0_nr1,Norther,2000-01-01T00:00:00Z,max,microstrain
,load,,3000-01-01T00:00:00Z,NRTH01,min_NRT_H01_TP_SG_LAT014_Mtn,TP SG LAT014 Mtn,TP_SG_LAT014_Mtn,Norther,2000-01-01T00:00:00Z,min,Nm
,acceleration,rms of accelerations measured at NRT_H01_TP_ACC_LAT015_FA,3000-01-01T00:00:00Z,NRTH01,rms_NRT_H01_TP_ACC_LAT015_FA,TP ACC LAT015 FA,TP_ACC_LAT015_FA,Norther,2000-01-01T00:00:00Z,rms,g
,load,,3000-01-01T00:00:00Z,NRTH01,max_NRT_H01_TP_SG_LAT014_DEG050_0_nr1,TP SG LAT014 DEG050 0 nr1,TP_SG_LAT014_DEG050_0_nr1,Norther,2000-01-01T00:00:00Z,max,microstrain
,load,,3000-01-01T00:00:00Z,NRTH01,std_NRT_H01_TP_SG_LAT014_DEG290_0_nr1,TP SG LAT014 DEG290 0 nr1,TP_SG_LAT014_DEG290_0_nr1,Norther,2000-01-01T00:00:00Z,std,microstrain
,scada,,3000-01-01T00:00:00Z,NRTH01,mean_NRT_H01_winddirection,Wind direction,winddirection,Norther,2000-01-01T00:00:00Z,mean,°
,scada,,3000-01-01T00:00:00Z,NRTH01,std_NRT_H01_windspeed,Wind speed,windspeed,Norther,2000-01-01T00:00:00Z,std,m/s
