CRUD_privileges,data_group,description,end_timestamp,location,metric,print_str,short_hand,site,start_timestamp,statistic,unit_str
,scada,,3000-01-01T00:00:00Z,NRTA03,min_NRT_A03_winddirection,Wind direction,winddirection,Norther,2000-01-01T00:00:00Z,min,°
,scada,,3000-01-01T00:00:00Z,NRTA03,max_NRT_A03_yaw,Yaw,yaw,Norther,2000-01-01T00:00:00Z,max,°
,mpe,Modal parameter results for NRT_A03_FA,3000-01-01T00:00:00Z,NRTA03,mpe_NRT_A03_FA,FA,FA,Norther,2000-01-01T00:00:00Z,mpe,
,ml/novelty-detection/fleetwide,mdl of Accelerations measured using NRT_A03_OOD_ACC_SS,3000-01-01T00:00:00Z,NRTA03,mdl_NRT_A03_OOD_ACC_SS,OOD ACC SS,OOD_ACC_SS,norther,2000-01-01T00:00:00Z,mdl,
,scada,,3000-01-01T00:00:00Z,NRTA03,min_NRT_A03_windspeed,Wind speed,windspeed,Norther,2000-01-01T00:00:00Z,min,m/s
,acceleration,min of accelerations measured at NRT_A03_NAC_ACC_SS,3000-01-01T00:00:00Z,NRTA03,min_NRT_A03_NAC_ACC_SS,NAC ACC SS,NAC_ACC_SS,Norther,2000-01-01T00:00:00Z,min,g
,acceleration,rms1p of accelerations measured at p_NRT_A03_NAC_ACC_FA,3000-01-01T00:00:00Z,NRTA03,rms1p_NRT_A03_NAC_ACC_FA,NAC ACC FA,NAC_ACC_FA,Norther,2000-01-01T00:00:00Z,rms1p,g
,scada,,3000-01-01T00:00:00Z,NRTA03,mean_NRT_A03_rpm,Rotor speed,rpm,Norther,2000-01-01T00:00:00Z,mean,
,acceleration,std of accelerations measured at NRT_A03_NAC_ACC_FA,3000-01-01T00:00:00Z,NRTA03,std_NRT_A03_NAC_ACC_FA,NAC ACC FA,NAC_ACC_FA,Norther,2000-01-01T00:00:00Z,std,g
,scada,,3000-01-01T00:00:00Z,NRTA03,std_NRT_A03_yaw,Yaw,yaw,Norther,2000-01-01T00:00:00Z,std,°
,scada,,3000-01-01T00:00:00Z,NRTA03,mean_NRT_A03_power,Power,power,Norther,2000-01-01T00:00:00Z,mean,kW
,scada,,3000-01-01T00:00:00Z,NRTA03,min_NRT_A03_yaw,Yaw,yaw,Norther,2000-01-01T00:00:00Z,min,°
,scada,,3000-01-01T00:00:00Z,NRTA03,max_NRT_A03_pitch,Pitch,pitch,Norther,2000-01-01T00:00:00Z,max,°
,scada,,3000-01-01T00:00:00Z,NRTA03,max_NRT_A03_windspeed,Wind speed,windspeed,Norther,2000-01-01T00:00:00Z,max,m/s
,scada,,3000-01-01T00:00:00Z,NRTA03,min_NRT_A03_power,Power,power,Norther,2000-01-01T00:00:00Z,min,kW
,scada,,3000-01-01T00:00:00Z,NRTA03,mean_NRT_A03_windspeed,Wind speed,windspeed,Norther,2000-01-01T00:00:00Z,mean,m/s
,acceleration,rms1p of accelerations measured at p_NRT_A03_NAC_ACC_SS,3000-01-01T00:00:00Z,NRTA03,rms1p_NRT_A03_NAC_ACC_SS,NAC ACC SS,NAC_ACC_SS,Norther,2000-01-01T00:00:00Z,rms1p,g
,ml/novelty-detection/fleetwide,mdl of Accelerations measured using NRT_A03_autoencoder_ACC_FA,3000-01-01T00:00:00Z,NRTA03,mdl_NRT_A03_autoencoder_ACC_FA,autoencoder ACC FA,autoencoder_ACC_FA,norther,2000-01-01T00:00:00Z,mdl,
,scada,,3000-01-01T00:00:00Z,NRTA03,mean_NRT_A03_yaw,Yaw,yaw,Norther,2000-01-01T00:00:00Z,mean,°
,scada,,3000-01-01T00:00:00Z,NRTA04,min_NRT_A04_windspeed,Wind speed,windspeed,Norther,2000-01-01T00:00:00Z,min,m/s
,scada,,3000-01-01T00:00:00Z,NRTA04,max_NRT_A04_windspeed,Wind speed,windspeed,Norther,2000-01-01T00:00:00Z,max,m/s
,acceleration,rms of accelerations measured at NRT_A04_NAC_ACC_FA,3000-01-01T00:00:00Z,NRTA04,rms_NRT_A04_NAC_ACC_FA,NAC ACC FA,NAC_ACC_FA,Norther,2000-01-01T00:00:00Z,rms,g
,ml/novelty-detection/fleetwide,mdl of Accelerations measured using NRT_A04_autoencoder_ACC_FA,3000-01-01T00:00:00Z,NRTA04,mdl_NRT_A04_autoencoder_ACC_FA,autoencoder ACC FA,autoencoder_ACC_FA,norther,2000-01-01T00:00:00Z,mdl,
,acceleration,rms1p of accelerations measured at p_NRT_A04_NAC_ACC_SS,3000-01-01T00:00:00Z,NRTA04,rms1p_NRT_A04_NAC_ACC_SS,NAC ACC SS,NAC_ACC_SS,Norther,2000-01-01T00:00:00Z,rms1p,g
,scada,,3000-01-01T00:00:00Z,NRTA04,std_NRT_A04_power,Power,power,Norther,2000-01-01T00:00:00Z,std,kW
,mpe,Modal parameter results for NRT_A04_SS1,3000-01-01T00:00:00Z,NRTA04,mpe_NRT_A04_SS1,SS1,SS1,Norther,2000-01-01T00:00:00Z,mpe,
,scada,,3000-01-01T00:00:00Z,NRTA04,max_NRT_A04_power,Power,power,Norther,2000-01-01T00:00:00Z,max,kW
,acceleration,rms of accelerations measured at NRT_A04_NAC_ACC_SS,3000-01-01T00:00:00Z,NRTA04,rms_NRT_A04_NAC_ACC_SS,NAC ACC SS,NAC_ACC_SS,Norther,2000-01-01T00:00:00Z,rms,g
,acceleration,max of accelerations measured at NRT_A04_NAC_ACC_SS,3000-01-01T00:00:00Z,NRTA04,max_NRT_A04_NAC_ACC_SS,NAC ACC SS,NAC_ACC_SS,Norther,2000-01-01T00:00:00Z,max,g
,mpe,Modal parameter results for NRT_A04_SS,3000-01-01T00:00:00Z,NRTA04,mpe_NRT_A04_SS,SS,SS,Norther,2000-01-01T00:00:00Z,mpe,
,scada,,3000-01-01T00:00:00Z,NRTA04,mean_NRT_A04_power,Power,power,Norther,2000-01-01T00:00:00Z,mean,kW
,ml/novelty-detection/fleetwide,mdl of Accelerations measured using NRT_A04_OOD_ACC_Z,3000-01-01T00:00:00Z,NRTA04,mdl_NRT_A04_OOD_ACC_Z,OOD ACC Z,OOD_ACC_Z,norther,2000-01-01T00:00:00Z,mdl,
,scada,,3000-01-01T00:00:00Z,NRTA04,std_NRT_A04_pitch,Pitch,pitch,Norther,2000-01-01T00:00:00Z,std,°
,acceleration,mean of accelerations measured at _NRT_A04_NAC_ACC_FA,3000-01-01T00:00:00Z,NRTA04,mean_NRT_A04_NAC_ACC_FA,NAC ACC FA,NAC_ACC_FA,Norther,2000-01-01T00:00:00Z,mean,g
,mpe,Modal parameter results for NRT_A04_FA,3000-01-01T00:00:00Z,NRTA04,mpe_NRT_A04_FA,FA,FA,Norther,2000-01-01T00:00:00Z,mpe,
,acceleration,rms1p of accelerations measured at p_NRT_A04_NAC_ACC_FA,3000-01-01T00:00:00Z,NRTA04,rms1p_NRT_A04_NAC_ACC_FA,NAC ACC FA,NAC_ACC_FA,Norther,2000-01-01T00:00:00Z,rms1p,g
,scada,,3000-01-01T00:00:00Z,NRTA04,min_NRT_A04_winddirection,Wind direction,winddirection,Norther,2000-01-01T00:00:00Z,min,°
,scada,,3000-01-01T00:00:00Z,NRTA04,min_NRT_A04_pitch,Pitch,pitch,Norther,2000-01-01T00:00:00Z,min,°
,acceleration,min of accelerations measured at NRT_A04_NAC_ACC_Z,3000-01-01T00:00:00Z,NRTA04,min_NRT_A04_NAC_ACC_Z,NAC ACC Z,NAC_ACC_Z,Norther,2000-01-01T00:00:00Z,min,g
,scada,,3000-01-01T00:00:00Z,NRTA04,max_NRT_A04_pitch,Pitch,pitch,Norther,2000-01-01T00:00:00Z,max,°
,scada,,3000-01-01T00:00:00Z,NRTA04,mean_NRT_A04_pitch,Pitch,pitch,Norther,2000-01-01T00:00:00Z,mean,°
,scada,,3000-01-01T00:00:00Z,NRTA04,mean_NRT_A04_winddirection,Wind direction,winddirection,Norther,2000-01-01T00:00:00Z,mean,°
,scada,,3000-01-01T00:00:00Z,NRTA04,mean_NRT_A04_windspeed,Wind speed,windspeed,Norther,2000-01-01T00:00:00Z,mean,m/s
,ml/novelty-detection/fleetwide,mdl of Accelerations measured using NRT_A04_autoencoder_ACC_SS,3000-01-01T00:00:00Z,NRTA04,mdl_NRT_A04_autoencoder_ACC_SS,autoencoder ACC SS,autoencoder_ACC_SS,norther,2000-01-01T00:00:00Z,mdl,
,scada,,3000-01-01T00:00:00Z,NRTA04,mean_NRT_A04_yaw,Yaw,yaw,Norther,2000-01-01T00:00:00Z,mean,°
,scada,,3000-01-01T00:00:00Z,NRTA04,std_NRT_A04_rpm,Rotor speed,rpm,Norther,2000-01-01T00:00:00Z,std,
,scada,,3000-01-01T00:00:00Z,NRTA04,max_NRT_A04_winddirection,Wind direction,winddirection,Norther,2000-01-01T00:00:00Z,max,°
,acceleration,mean of accelerations measured at _NRT_A04_NAC_ACC_Z,3000-01-01T00:00:00Z,NRTA04,mean_NRT_A04_NAC_ACC_Z,NAC ACC Z,NAC_ACC_Z,Norther,2000-01-01T00:00:00Z,mean,g
,scada,,3000-01-01T00:00:00Z,NRTA04,min_NRT_A04_rpm,Rotor speed,rpm,Norther,2000-01-01T00:00:00Z,min,
,scada,,3000-01-01T00:00:00Z,NRTA04,std_NRT_A04_winddirection,Wind direction,winddirection,Norther,2000-01-01T00:00:00Z,std,°
,ml/novelty-detection/fleetwide,mdl of Accelerations measured using NRT_A04_OOD_ACC_SS,3000-01-01T00:00:00Z,NRTA04,mdl_NRT_A04_OOD_ACC_SS,OOD ACC SS,OOD_ACC_SS,norther,2000-01-01T00:00:00Z,mdl,
,ml/novelty-detection/fleetwide,mdl of Accelerations measured using NRT_A04_autoencoder_ACC_Z,3000-01-01T00:00:00Z,NRTA04,mdl_NRT_A04_autoencoder_ACC_Z,autoencoder ACC Z,autoencoder_ACC_Z,norther,2000-01-01T00:00:00Z,mdl,
,scada,,3000-01-01T00:00:00Z,NRTA04,min_NRT_A04_power,Power,power,Norther,2000-01-01T00:00:00Z,min,kW
,acceleration,std of accelerations measured at NRT_A04_NAC_ACC_FA,3000-01-01T00:00:00Z,NRTA04,std_NRT_A04_NAC_ACC_FA,NAC ACC FA,NAC_ACC_FA,Norther,2000-01-01T00:00:00Z,std,g
,scada,,3000-01-01T00:00:00Z,NRTA04,std_NRT_A04_windspeed,Wind speed,windspeed,Norther,2000-01-01T00:00:00Z,std,m/s
,scada,,3000-01-01T00:00:00Z,NRTA04,std_NRT_A04_yaw,Yaw,yaw,Norther,2000-01-01T00:00:00Z,std,°
,acceleration,min of accelerations measured at NRT_A04_NAC_ACC_FA,3000-01-01T00:00:00Z,NRTA04,min_NRT_A04_NAC_ACC_FA,NAC ACC FA,NAC_ACC_FA,Norther,2000-01-01T00:00:00Z,min,g
,acceleration,std of accelerations measured at NRT_A04_NAC_ACC_SS,3000-01-01T00:00:00Z,NRTA04,std_NRT_A04_NAC_ACC_SS,NAC ACC SS,NAC_ACC_SS,Norther,2000-01-01T00:00:00Z,std,g
,acceleration,std of accelerations measured at NRT_A04_NAC_ACC_Z,3000-01-01T00:00:00Z,NRTA04,std_NRT_A04_NAC_ACC_Z,NAC ACC Z,NAC_ACC_Z,Norther,2000-01-01T00:00:00Z,std,g
,scada,,3000-01-01T00:00:00Z,NRTA04,min_NRT_A04_yaw,Yaw,yaw,Norther,2000-01-01T00:00:00Z,min,°
,scada,,3000-01-01T00:00:00Z,NRTA04,mean_NRT_A04_rpm,Rotor speed,rpm,Norther,2000-01-01T00:00:00Z,mean,
,acceleration,max of accelerations measured at NRT_A04_NAC_ACC_Z,3000-01-01T00:00:00Z,NRTA04,max_NRT_A04_NAC_ACC_Z,NAC ACC Z,NAC_ACC_Z,Norther,2000-01-01T00:00:00Z,max,g
,acceleration,mean of accelerations measured at _NRT_A04_NAC_ACC_SS,3000-01-01T00:00:00Z,NRTA04,mean_NRT_A04_NAC_ACC_SS,NAC ACC SS,NAC_ACC_SS,Norther,2000-01-01T00:00:00Z,mean,g
,acceleration,max of accelerations measured at NRT_A04_NAC_ACC_FA,3000-01-01T00:00:00Z,NRTA04,max_NRT_A04_NAC_ACC_FA,NAC ACC FA,NAC_ACC_FA,Norther,2000-01-01T00:00:00Z,max,g
,acceleration,rms of accelerations measured at NRT_A04_NAC_ACC_Z,3000-01-01T00:00:00Z,NRTA04,rms_NRT_A04_NAC_ACC_Z,NAC ACC Z,NAC_ACC_Z,Norther,2000-01-01T00:00:00Z,rms,g
,scada,,3000-01-01T00:00:00Z,NRTA04,max_NRT_A04_yaw,Yaw,yaw,Norther,2000-01-01T00:00:00Z,max,°
,scada,,3000-01-01T00:00:00Z,NRTA04,max_NRT_A04_rpm,Rotor speed,rpm,Norther,2000-01-01T00:00:00Z,max,
,acceleration,min of accelerations measured at NRT_A04_NAC_ACC_SS,3000-01-01T00:00:00Z,NRTA04,min_NRT_A04_NAC_ACC_SS,NAC ACC SS,NAC_ACC_SS,Norther,2000-01-01T00:00:00Z,min,g
,ml/novelty-detection/fleetwide,mdl of Accelerations measured using NRT_A04_OOD_ACC_FA,3000-01-01T00:00:00Z,NRTA04,mdl_NRT_A04_OOD_ACC_FA,OOD ACC FA,OOD_ACC_FA,norther,2000-01-01T00:00:00Z,mdl,
,acceleration,rms1p of accelerations measured at p_NRT_A04_NAC_ACC_Z,3000-01-01T00:00:00Z,NRTA04,rms1p_NRT_A04_NAC_ACC_Z,NAC ACC Z,NAC_ACC_Z,Norther,2000-01-01T00:00:00Z,rms1p,g
,scada,,3000-01-01T00:00:00Z,NRTB01,mean_NRT_B01_power,Power,power,Norther,2000-01-01T00:00:00Z,mean,kW
,acceleration,rms of accelerations measured at NRT_B01_NAC_ACC_Z,3000-01-01T00:00:00Z,NRTB01,rms_NRT_B01_NAC_ACC_Z,NAC ACC Z,NAC_ACC_Z,Norther,2000-01-01T00:00:00Z,rms,g
,acceleration,min of accelerations measured at NRT_B01_NAC_ACC_FA,3000-01-01T00:00:00Z,NRTB01,min_NRT_B01_NAC_ACC_FA,NAC ACC FA,NAC_ACC_FA,Norther,2000-01-01T00:00:00Z,min,g
,scada,,3000-01-01T00:00:00Z,NRTB01,min_NRT_B01_yaw,Yaw,yaw,Norther,2000-01-01T00:00:00Z,min,°
,scada,,3000-01-01T00:00:00Z,NRTB01,max_NRT_B01_winddirection,Wind direction,winddirection,Norther,2000-01-01T00:00:00Z,max,°
,acceleration,rms1p of accelerations measured at p_NRT_B01_NAC_ACC_FA,3000-01-01T00:00:00Z,NRTB01,rms1p_NRT_B01_NAC_ACC_FA,NAC ACC FA,NAC_ACC_FA,Norther,2000-01-01T00:00:00Z,rms1p,g
,scada,,3000-01-01T00:00:00Z,NRTB01,mean_NRT_B01_winddirection,Wind direction,winddirection,Norther,2000-01-01T00:00:00Z,mean,°
,scada,,3000-01-01T00:00:00Z,NRTB01,mean_NRT_B01_pitch,Pitch,pitch,Norther,2000-01-01T00:00:00Z,mean,°
,acceleration,mean of accelerations measured at _NRT_B01_NAC_ACC_FA,3000-01-01T00:00:00Z,NRTB01,mean_NRT_B01_NAC_ACC_FA,NAC ACC FA,NAC_ACC_FA,Norther,2000-01-01T00:00:00Z,mean,g
,acceleration,rms of accelerations measured at NRT_B01_NAC_ACC_SS,3000-01-01T00:00:00Z,NRTB01,rms_NRT_B01_NAC_ACC_SS,NAC ACC SS,NAC_ACC_SS,Norther,2000-01-01T00:00:00Z,rms,g
,mpe,Modal parameter results for NRT_B01_SS,3000-01-01T00:00:00Z,NRTB01,mpe_NRT_B01_SS,SS,SS,Norther,2000-01-01T00:00:00Z,mpe,
,acceleration,mean of accelerations measured at _NRT_B01_NAC_ACC_Z,3000-01-01T00:00:00Z,NRTB01,mean_NRT_B01_NAC_ACC_Z,NAC ACC Z,NAC_ACC_Z,Norther,2000-01-01T00:00:00Z,mean,g
,acceleration,std of accelerations measured at NRT_B01_NAC_ACC_FA,3000-01-01T00:00:00Z,NRTB01,std_NRT_B01_NAC_ACC_FA,NAC ACC FA,NAC_ACC_FA,Norther,2000-01-01T00:00:00Z,std,g
,scada,,3000-01-01T00:00:00Z,NRTB01,std_NRT_B01_rpm,Rotor speed,rpm,Norther,2000-01-01T00:00:00Z,std,
,scada,,3000-01-01T00:00:00Z,NRTB01,std_NRT_B01_winddirection,Wind direction,winddirection,Norther,2000-01-01T00:00:00Z,std,°
,mpe,Modal parameter results for NRT_B01_SS1,3000-01-01T00:00:00Z,NRTB01,mpe_NRT_B01_SS1,SS1,SS1,Norther,2000-01-01T00:00:00Z,mpe,
,acceleration,min of accelerations measured at NRT_B01_NAC_ACC_SS,3000-01-01T00:00:00Z,NRTB01,min_NRT_B01_NAC_ACC_SS,NAC ACC SS,NAC_ACC_SS,Norther,2000-01-01T00:00:00Z,min,g
,acceleration,mean of accelerations measured at _NRT_B01_NAC_ACC_SS,3000-01-01T00:00:00Z,NRTB01,mean_NRT_B01_NAC_ACC_SS,NAC ACC SS,NAC_ACC_SS,Norther,2000-01-01T00:00:00Z,mean,g
,acceleration,rms1p of accelerations measured at p_NRT_B01_NAC_ACC_SS,3000-01-01T00:00:00Z,NRTB01,rms1p_NRT_B01_NAC_ACC_SS,NAC ACC SS,NAC_ACC_SS,Norther,2000-01-01T00:00:00Z,rms1p,g
,acceleration,rms1p of accelerations measured at p_NRT_B01_NAC_ACC_Z,3000-01-01T00:00:00Z,NRTB01,rms1p_NRT_B01_NAC_ACC_Z,NAC ACC Z,NAC_ACC_Z,Norther,2000-01-01T00:00:00Z,rms1p,g
,scada,,3000-01-01T00:00:00Z,NRTB01,std_NRT_B01_windspeed,Wind speed,windspeed,Norther,2000-01-01T00:00:00Z,std,m/s
,ml/novelty-detection/fleetwide,mdl of Accelerations measured using NRT_B01_OOD_ACC_FA,3000-01-01T00:00:00Z,NRTB01,mdl_NRT_B01_OOD_ACC_FA,OOD ACC FA,OOD_ACC_FA,norther,2000-01-01T00:00:00Z,mdl,
,scada,,3000-01-01T00:00:00Z,NRTB01,mean_NRT_B01_rpm,Rotor speed,rpm,Norther,2000-01-01T00:00:00Z,mean,
,scada,,3000-01-01T00:00:00Z,NRTB01,std_NRT_B01_pitch,Pitch,pitch,Norther,2000-01-01T00:00:00Z,std,°
,mpe,Modal parameter results for NRT_B01_FA,3000-01-01T00:00:00Z,NRTB01,mpe_NRT_B01_FA,FA,FA,Norther,2000-01-01T00:00:00Z,mpe,
,ml/novelty-detection/fleetwide,mdl of Accelerations measured using NRT_B01_autoencoder_ACC_Z,3000-01-01T00:00:00Z,NRTB01,mdl_NRT_B01_autoencoder_ACC_Z,autoencoder ACC Z,autoencoder_ACC_Z,norther,2000-01-01T00:00:00Z,mdl,
,acceleration,max of accelerations measured at NRT_B01_NAC_ACC_SS,3000-01-01T00:00:00Z,NRTB01,max_NRT_B01_NAC_ACC_SS,NAC ACC SS,NAC_ACC_SS,Norther,2000-01-01T00:00:00Z,max,g
,acceleration,min of accelerations measured at NRT_B01_NAC_ACC_Z,3000-01-01T00:00:00Z,NRTB01,min_NRT_B01_NAC_ACC_Z,NAC ACC Z,NAC_ACC_Z,Norther,2000-01-01T00:00:00Z,min,g
,ml/novelty-detection/fleetwide,mdl of Accelerations measured using NRT_B01_autoencoder_ACC_SS,3000-01-01T00:00:00Z,NRTB01,mdl_NRT_B01_autoencoder_ACC_SS,autoencoder ACC SS,autoencoder_ACC_SS,norther,2000-01-01T00:00:00Z,mdl,
,ml/novelty-detection/fleetwide,mdl of Accelerations measured using NRT_B01_autoencoder_ACC_FA,3000-01-01T00:00:00Z,NRTB01,mdl_NRT_B01_autoencoder_ACC_FA,autoencoder ACC FA,autoencoder_ACC_FA,norther,2000-01-01T00:00:00Z,mdl,
,scada,,3000-01-01T00:00:00Z,NRTB01,min_NRT_B01_rpm,Rotor speed,rpm,Norther,2000-01-01T00:00:00Z,min,
,ml/novelty-detection/fleetwide,mdl of Accelerations measured using NRT_B01_OOD_ACC_SS,3000-01-01T00:00:00Z,NRTB01,mdl_NRT_B01_OOD_ACC_SS,OOD ACC SS,OOD_ACC_SS,norther,2000-01-01T00:00:00Z,mdl,
,scada,,3000-01-01T00:00:00Z,NRTB01,std_NRT_B01_yaw,Yaw,yaw,Norther,2000-01-01T00:00:00Z,std,°
,scada,,3000-01-01T00:00:00Z,NRTB01,mean_NRT_B01_windspeed,Wind speed,windspeed,Norther,2000-01-01T00:00:00Z,mean,m/s
,scada,,3000-01-01T00:00:00Z,NRTB01,max_NRT_B01_rpm,Rotor speed,rpm,Norther,2000-01-01T00:00:00Z,max,
,scada,,3000-01-01T00:00:00Z,NRTB01,min_NRT_B01_power,Power,power,Norther,2000-01-01T00:00:00Z,min,kW
,acceleration,max of accelerations measured at NRT_B01_NAC_ACC_FA,3000-01-01T00:00:00Z,NRTB01,max_NRT_B01_NAC_ACC_FA,NAC ACC FA,NAC_ACC_FA,Norther,2000-01-01T00:00:00Z,max,g
,scada,,3000-01-01T00:00:00Z,NRTB01,std_NRT_B01_power,Power,power,Norther,2000-01-01T00:00:00Z,std,kW
,scada,,3000-01-01T00:00:00Z,NRTB01,min_NRT_B01_windspeed,Wind speed,windspeed,Norther,2000-01-01T00:00:00Z,min,m/s
,scada,,3000-01-01T00:00:00Z,NRTB01,min_NRT_B01_pitch,Pitch,pitch,Norther,2000-01-01T00:00:00Z,min,°
,acceleration,rms of accelerations measured at NRT_B01_NAC_ACC_FA,3000-01-01T00:00:00Z,NRTB01,rms_NRT_B01_NAC_ACC_FA,NAC ACC FA,NAC_ACC_FA,Norther,2000-01-01T00:00:00Z,rms,g
,scada,,3000-01-01T00:00:00Z,NRTB01,max_NRT_B01_windspeed,Wind speed,windspeed,Norther,2000-01-01T00:00:00Z,max,m/s
,acceleration,max of accelerations measured at NRT_B01_NAC_ACC_Z,3000-01-01T00:00:00Z,NRTB01,max_NRT_B01_NAC_ACC_Z,NAC ACC Z,NAC_ACC_Z,Norther,2000-01-01T00:00:00Z,max,g
,acceleration,std of accelerations measured at NRT_B01_NAC_ACC_SS,3000-01-01T00:00:00Z,NRTB01,std_NRT_B01_NAC_ACC_SS,NAC ACC SS,NAC_ACC_SS,Norther,2000-01-01T00:00:00Z,std,g
,scada,,3000-01-01T00:00:00Z,NRTB01,min_NRT_B01_winddirection,Wind direction,winddirection,Norther,2000-01-01T00:00:00Z,min,°
,scada,,3000-01-01T00:00:00Z,NRTB01,max_NRT_B01_pitch,Pitch,pitch,Norther,2000-01-01T00:00:00Z,max,°
,scada,,3000-01-01T00:00:00Z,NRTB01,mean_NRT_B01_yaw,Yaw,yaw,Norther,2000-01-01T00:00:00Z,mean,°
,scada,,3000-01-01T00:00:00Z,NRTB01,max_NRT_B01_yaw,Yaw,yaw,Norther,2000-01-01T00:00:00Z,max,°
,scada,,3000-01-01T00:00:00Z,NRTB01,max_NRT_B01_power,Power,power,Norther,2000-01-01T00:00:00Z,max,kW
,ml/novelty-detection/fleetwide,mdl of Accelerations measured using NRT_B01_OOD_ACC_Z,3000-01-01T00:00:00Z,NRTB01,mdl_NRT_B01_OOD_ACC_Z,OOD ACC Z,OOD_ACC_Z,norther,2000-01-01T00:00:00Z,mdl,
,acceleration,std of accelerations measured at NRT_B01_NAC_ACC_Z,3000-01-01T00:00:00Z,NRTB01,std_NRT_B01_NAC_ACC_Z,NAC ACC Z,NAC_ACC_Z,Norther,2000-01-01T00:00:00Z,std,g
,acceleration,rms1p of accelerations measured at p_NRT_B02_NAC_ACC_FA,3000-01-01T00:00:00Z,NRTB02,rms1p_NRT_B02_NAC_ACC_FA,NAC ACC FA,NAC_ACC_FA,Norther,2000-01-01T00:00:00Z,rms1p,g
,acceleration,mean of accelerations measured at _NRT_B02_NAC_ACC_FA,3000-01-01T00:00:00Z,NRTB02,mean_NRT_B02_NAC_ACC_FA,NAC ACC FA,NAC_ACC_FA,Norther,2000-01-01T00:00:00Z,mean,g
,ml/novelty-detection/fleetwide,mdl of Accelerations measured using NRT_B02_autoencoder_ACC_FA,3000-01-01T00:00:00Z,NRTB02,mdl_NRT_B02_autoencoder_ACC_FA,autoencoder ACC FA,autoencoder_ACC_FA,norther,2000-01-01T00:00:00Z,mdl,
,scada,,3000-01-01T00:00:00Z,NRTB02,max_NRT_B02_power,Power,power,Norther,2000-01-01T00:00:00Z,max,kW
,acceleration,rms of accelerations measured at NRT_B02_NAC_ACC_FA,3000-01-01T00:00:00Z,NRTB02,rms_NRT_B02_NAC_ACC_FA,NAC ACC FA,NAC_ACC_FA,Norther,2000-01-01T00:00:00Z,rms,g
,scada,,3000-01-01T00:00:00Z,NRTB02,max_NRT_B02_yaw,Yaw,yaw,Norther,2000-01-01T00:00:00Z,max,°
,acceleration,min of accelerations measured at NRT_B02_NAC_ACC_FA,3000-01-01T00:00:00Z,NRTB02,min_NRT_B02_NAC_ACC_FA,NAC ACC FA,NAC_ACC_FA,Norther,2000-01-01T00:00:00Z,min,g
,acceleration,rms of accelerations measured at NRT_B02_NAC_ACC_Z,3000-01-01T00:00:00Z,NRTB02,rms_NRT_B02_NAC_ACC_Z,NAC ACC Z,NAC_ACC_Z,Norther,2000-01-01T00:00:00Z,rms,g
,acceleration,mean of accelerations measured at _NRT_B02_NAC_ACC_Z,3000-01-01T00:00:00Z,NRTB02,mean_NRT_B02_NAC_ACC_Z,NAC ACC Z,NAC_ACC_Z,Norther,2000-01-01T00:00:00Z,mean,g
,acceleration,std of accelerations measured at NRT_B02_NAC_ACC_SS,3000-01-01T00:00:00Z,NRTB02,std_NRT_B02_NAC_ACC_SS,NAC ACC SS,NAC_ACC_SS,Norther,2000-01-01T00:00:00Z,std,g
,acceleration,max of accelerations measured at NRT_B02_NAC_ACC_Z,3000-01-01T00:00:00Z,NRTB02,max_NRT_B02_NAC_ACC_Z,NAC ACC Z,NAC_ACC_Z,Norther,2000-01-01T00:00:00Z,max,g
,scada,,3000-01-01T00:00:00Z,NRTB02,min_NRT_B02_power,Power,power,Norther,2000-01-01T00:00:00Z,min,kW
,scada,,3000-01-01T00:00:00Z,NRTB02,min_NRT_B02_winddirection,Wind direction,winddirection,Norther,2000-01-01T00:00:00Z,min,°
,scada,,3000-01-01T00:00:00Z,NRTB02,std_NRT_B02_winddirection,Wind direction,winddirection,Norther,2000-01-01T00:00:00Z,std,°
,scada,,3000-01-01T00:00:00Z,NRTB02,mean_NRT_B02_windspeed,Wind speed,windspeed,Norther,2000-01-01T00:00:00Z,mean,m/s
,mpe,Modal parameter results for NRT_B02_SS1,3000-01-01T00:00:00Z,NRTB02,mpe_NRT_B02_SS1,SS1,SS1,Norther,2000-01-01T00:00:00Z,mpe,
,ml/novelty-detection/fleetwide,mdl of Accelerations measured using NRT_B02_OOD_ACC_Z,3000-01-01T00:00:00Z,NRTB02,mdl_NRT_B02_OOD_ACC_Z,OOD ACC Z,OOD_ACC_Z,norther,2000-01-01T00:00:00Z,mdl,
,scada,,3000-01-01T00:00:00Z,NRTB02,max_NRT_B02_rpm,Rotor speed,rpm,Norther,2000-01-01T00:00:00Z,max,
,acceleration,mean of accelerations measured at _NRT_B02_NAC_ACC_SS,3000-01-01T00:00:00Z,NRTB02,mean_NRT_B02_NAC_ACC_SS,NAC ACC SS,NAC_ACC_SS,Norther,2000-01-01T00:00:00Z,mean,g
,scada,,3000-01-01T00:00:00Z,NRTB02,std_NRT_B02_pitch,Pitch,pitch,Norther,2000-01-01T00:00:00Z,std,°
,scada,,3000-01-01T00:00:00Z,NRTB02,mean_NRT_B02_winddirection,Wind direction,winddirection,Norther,2000-01-01T00:00:00Z,mean,°
,scada,,3000-01-01T00:00:00Z,NRTB02,min_NRT_B02_windspeed,Wind speed,windspeed,Norther,2000-01-01T00:00:00Z,min,m/s
,scada,,3000-01-01T00:00:00Z,NRTB02,mean_NRT_B02_rpm,Rotor speed,rpm,Norther,2000-01-01T00:00:00Z,mean,
